date,adjpoll_clinton,adjpoll_trump
2016-05-02,46.04712000000001,39.66832761904762
2016-05-03,45.59265777777779,38.81598388888889
2016-05-04,44.86716055555556,38.95635166666666
2016-05-05,43.88041523809524,40.18010809523809
2016-05-06,43.170417407407406,41.0451
2016-05-07,43.00620962962962,41.21769888888889
2016-05-08,42.57512074074074,41.64576555555555
2016-05-09,42.566955925925924,42.0238674074074
2016-05-10,43.34407761904762,42.54581523809524
2016-05-11,43.35664708333334,41.82925583333333
2016-05-12,42.52045370370371,41.5368137037037
2016-05-13,43.37347300000001,41.57409433333334
2016-05-14,43.40133272727273,41.844838787878786
2016-05-15,43.57507,42.16091444444444
2016-05-16,43.96343611111111,42.63652138888889
2016-05-17,43.48348871794872,42.91910051282051
2016-05-18,43.045992727272726,42.25536696969697
2016-05-19,43.44369666666667,42.193852424242436
2016-05-20,43.01822851851851,41.046035925925935
2016-05-21,42.966548749999994,40.204928333333335
2016-05-22,42.89261666666667,40.42441250000001
2016-05-23,42.718086666666665,40.7324637037037
2016-05-24,43.32513333333333,40.63118925925925
2016-05-25,44.13614416666667,40.45738125
2016-05-26,44.43782291666667,40.226405
2016-05-27,44.93932458333333,39.770037916666666
2016-05-28,45.29007333333334,39.59008958333333
2016-05-29,45.61498541666666,39.51076333333332
2016-05-30,45.856878750000014,39.318705833333325
2016-05-31,46.005577916666674,38.81960624999999
2016-06-01,46.25911222222223,39.37966592592592
2016-06-02,45.920973030303024,40.02455
2016-06-03,45.68088333333333,40.02998484848485
2016-06-04,45.45805363636363,39.87157606060606
2016-06-05,45.25342833333333,39.81165666666667
2016-06-06,44.350052083333345,37.10426041666667
2016-06-07,44.98425814814815,38.083342962962966
2016-06-08,45.026186333333335,37.831692000000004
2016-06-09,45.41963296296298,36.894364074074076
2016-06-10,45.666247666666656,37.269618666666666
2016-06-11,45.126123939393935,37.47780090909091
2016-06-12,45.27520575757576,37.409200000000006
2016-06-13,45.31145818181819,37.67304333333334
2016-06-14,45.73626466666667,38.24223466666667
2016-06-15,45.7104358974359,39.3083135897436
2016-06-16,46.3029207142857,40.15775476190477
2016-06-17,46.67786076923076,40.15865435897436
2016-06-18,46.84849571428571,40.61335095238095
2016-06-19,46.45745822222223,40.8355288888889
2016-06-20,46.80610022222221,40.75572511111112
2016-06-21,46.435203333333334,40.161504871794875
2016-06-22,46.49515749999999,40.07524361111112
2016-06-23,46.623503333333325,40.05806846153846
2016-06-24,46.115411904761906,39.98759976190476
2016-06-25,46.07024230769231,40.00563128205129
2016-06-26,45.77296844444445,40.01006244444445
2016-06-27,45.98218145833334,41.020698124999996
2016-06-28,45.746374666666675,41.38462200000001
2016-06-29,44.74153848484849,40.523026969696964
2016-06-30,45.92794888888889,40.884634074074064
2016-07-01,45.63872666666668,40.739414999999994
2016-07-02,45.6517803030303,40.89442
2016-07-03,45.740805151515154,40.874329999999986
2016-07-04,45.51542638888888,40.909501111111105
2016-07-05,44.841489285714275,41.16916166666667
2016-07-06,44.62762916666666,40.872286111111116
2016-07-07,44.59654190476191,40.18739714285715
2016-07-08,44.1475312962963,40.433845000000005
2016-07-09,44.17033333333333,40.31050378787879
2016-07-10,44.272723939393956,40.31166606060606
2016-07-11,44.38019695652176,40.01041188405796
2016-07-12,44.433314871794884,40.52420474358974
2016-07-13,44.66492166666668,40.61354476190476
2016-07-14,44.87238942528737,40.79823701149425
2016-07-15,44.80352425287357,41.16751954022988
2016-07-16,44.75060773809525,41.67059845238094
2016-07-17,44.46317266666667,42.08693253333333
2016-07-18,44.120284583333344,42.84215513888889
2016-07-19,43.921448550724655,43.412062608695656
2016-07-20,43.76163151515153,43.841295151515155
2016-07-21,44.04764291666666,44.58348763888888
2016-07-22,43.767311379310335,44.76245379310344
2016-07-23,43.711284691358024,44.65657111111112
2016-07-24,43.822104567901235,44.57549111111112
2016-07-25,44.36208363636362,43.79726227272729
2016-07-26,44.612776521739114,43.50612043478262
2016-07-27,45.171554583333325,43.0624840277778
2016-07-28,45.37590710144927,43.009144927536234
2016-07-29,46.0227658888889,42.468584444444446
2016-07-30,46.07439333333334,42.544714
2016-07-31,46.18685588888888,42.29928411111112
2016-08-01,46.30652809523806,42.059491714285734
2016-08-02,46.36361666666665,41.9668582828283
2016-08-03,46.155254062499985,41.727415416666666
2016-08-04,46.26105575757575,41.88770656565658
2016-08-05,46.27197387096773,41.90585118279571
2016-08-06,46.34859064516128,41.87136096774195
2016-08-07,46.395868494623635,41.80477161290323
2016-08-08,46.309265862068955,41.80022344827587
2016-08-09,45.95312505376345,41.586326129032265
2016-08-10,45.967004942528746,41.85418011494254
2016-08-11,45.796741149425294,41.73534287356322
2016-08-12,46.03667133333334,41.242281333333345
2016-08-13,45.976146333333325,41.27697144444445
2016-08-14,45.97524955555556,41.27793477777778
2016-08-15,45.80309104166667,41.706377291666676
2016-08-16,45.6449176344086,41.684063440860214
2016-08-17,45.769469166666646,41.90804333333334
2016-08-18,45.71449537634408,41.80122806451614
2016-08-19,45.68021947916666,41.89225927083334
2016-08-20,45.6366682795699,42.06251903225808
2016-08-21,45.7388467816092,41.95045183908047
2016-08-22,45.47249500000001,42.019124222222224
2016-08-23,45.32019494623658,42.2034870967742
2016-08-24,45.20316989247315,42.19194924731184
2016-08-25,45.230827222222246,42.23467222222222
2016-08-26,44.8016843010753,42.3103053763441
2016-08-27,44.814200430107554,42.2407094623656
2016-08-28,44.75014323232325,42.229020202020216
2016-08-29,44.55847156250001,42.28738541666667
2016-08-30,44.60121222222222,42.20986022222225
2016-08-31,44.822479404761914,42.123576904761926
2016-09-01,44.868275161290306,42.289155913978504
2016-09-02,44.94702333333333,42.352007380952394
2016-09-03,45.145793846153836,42.34044307692309
2016-09-04,44.99701107142856,42.273493333333356
2016-09-05,44.85521452380952,42.272678809523825
2016-09-06,44.69684978494624,42.42989849462368
2016-09-07,44.572712150537626,42.73044752688174
2016-09-08,44.40641989247312,42.974048924731186
2016-09-09,44.360665172413796,43.20889367816091
2016-09-10,44.620837526881736,43.179126559139775
2016-09-11,44.62781919191919,43.15917353535353
2016-09-12,44.65557304761906,42.942368190476174
2016-09-13,44.57556363636364,43.00864464646463
2016-09-14,44.629169285714305,42.970268928571436
2016-09-15,44.5278896875,42.91158416666667
2016-09-16,44.49147212121212,42.721252222222226
2016-09-17,44.575010860215066,42.65648247311828
2016-09-18,44.68739000000002,42.5854003030303
2016-09-19,44.76784647058825,42.547309509803924
2016-09-20,44.80437260416667,42.55904125
2016-09-21,44.87694077777779,42.67968399999999
2016-09-22,44.98176215686275,42.84894392156863
2016-09-23,44.73614468750001,43.02000697916667
2016-09-24,44.6182994623656,43.17662311827957
2016-09-25,44.69322528735633,43.26916563218391
2016-09-26,44.48910523809524,43.32663071428571
2016-09-27,44.697159494949496,43.219697171717165
2016-09-28,44.6583975490196,42.95457578431373
2016-09-29,44.616049999999994,42.81059509803921
2016-09-30,44.59309749999999,42.677697916666666
2016-10-01,44.72072822916666,42.77154479166668
2016-10-02,44.66377434343435,42.72023666666667
2016-10-03,44.53922634408602,42.902022795698926
2016-10-04,44.570962643678165,42.602515402298856
2016-10-05,44.837348125,42.219223750000005
2016-10-06,44.98072906249999,42.02052229166669
2016-10-07,45.213695287356316,41.743404022988514
2016-10-08,45.32672322916665,41.71337145833334
2016-10-09,45.39201854166664,41.67854333333334
2016-10-10,45.17766472222221,41.83499824074074
2016-10-11,44.987186274509796,41.93840578431373
2016-10-12,45.18851240740741,41.931941018518515
2016-10-13,44.81320131578947,41.87588175438595
2016-10-14,44.65680444444443,41.79799722222219
2016-10-15,44.70431855855854,41.96216639639639
2016-10-16,44.67374464912278,42.07090736842105
2016-10-17,44.591116239316214,42.12247145299145
2016-10-18,44.374630614035084,42.30284614035089
2016-10-19,44.14931685185185,42.20092435185185
2016-10-20,44.632105968992256,42.147089147286835
2016-10-21,44.728379689922484,41.97021589147287
2016-10-22,44.825612536231894,41.89403956521739
2016-10-23,44.860708680555554,41.97965354166667
2016-10-24,44.86996886363636,42.001122878787896
2016-10-25,44.735784700854694,42.685924957264966
2016-10-26,44.81302588235294,42.84159098039214
2016-10-27,44.554679425287354,43.023271149425284
2016-10-28,44.50657130434784,43.055716956521735
2016-10-29,44.42358740740742,42.975210000000004
2016-10-30,44.376511794871796,42.81506102564103
2016-10-31,44.04038733333333,42.79838399999999
