date,rawpoll_clinton,rawpoll_trump
2016-05-20,42.68888888888889,39.02222222222222
2016-05-21,42.5375,38.075
2016-05-22,42.45,38.2875
2016-05-23,42.24444444444444,38.666666666666664
2016-05-24,42.75555555555556,38.577777777777776
2016-05-25,43.5375,38.3125
2016-05-26,43.825,38.075
2016-05-27,44.3125,37.6125
2016-05-28,44.65,37.425
2016-05-29,44.9625,37.3375
2016-05-30,45.175,37.125
2016-05-31,45.375,36.9125
2016-06-01,45.388888888888886,37.13333333333333
2016-06-02,44.88181818181818,37.309090909090905
2016-06-03,44.43636363636364,37.10909090909091
2016-06-04,44.00909090909091,36.74545454545454
2016-06-05,43.35833333333333,36.291666666666664
2016-06-06,42.1,33.4625
2016-06-07,42.74444444444444,34.34444444444445
2016-06-08,42.57,33.69
2016-06-09,43.03333333333333,32.77777777777778
2016-06-10,43.68,33.32
2016-06-11,43.24545454545454,33.481818181818184
2016-06-12,43.39090909090909,33.40909090909091
2016-06-13,43.41818181818182,33.663636363636364
2016-06-14,44.21,34.83
2016-06-15,43.892307692307696,35.54615384615385
2016-06-16,44.449999999999996,36.48571428571429
2016-06-17,44.75384615384615,36.62307692307692
2016-06-18,44.800000000000004,36.971428571428575
2016-06-19,44.27333333333333,36.77333333333333
2016-06-20,44.77333333333333,36.84
2016-06-21,44.43846153846154,36.33846153846154
2016-06-22,44.4,36.074999999999996
2016-06-23,44.58461538461539,36.04615384615385
2016-06-24,43.464285714285715,35.642857142857146
2016-06-25,43.323076923076925,35.69230769230769
2016-06-26,42.906666666666666,35.63333333333333
2016-06-27,43.23125,36.89375
2016-06-28,43.406666666666666,37.593333333333334
2016-06-29,42.36363636363637,36.690909090909095
2016-06-30,43.62222222222223,36.900000000000006
2016-07-01,43.230000000000004,36.82
2016-07-02,43.10909090909091,36.88181818181818
2016-07-03,43.190909090909095,36.86363636363637
2016-07-04,42.93333333333334,37.325
2016-07-05,42.449999999999996,37.90714285714286
2016-07-06,42.13333333333333,37.94166666666667
2016-07-07,42.00714285714286,37.4
2016-07-08,41.48888888888889,37.72222222222222
2016-07-09,41.56818181818182,37.699999999999996
2016-07-10,41.83181818181818,38.31363636363636
2016-07-11,42.26086956521739,38.39565217391304
2016-07-12,42.55769230769231,39.15
2016-07-13,42.92857142857143,39.35
2016-07-14,43.137241379310346,39.58931034482758
2016-07-15,42.964137931034486,39.89586206896552
2016-07-16,42.986785714285716,40.603928571428575
2016-07-17,42.964400000000005,41.5092
2016-07-18,42.701249999999995,42.61541666666667
2016-07-19,42.48391304347826,43.41695652173913
2016-07-20,42.27909090909091,43.99409090909091
2016-07-21,42.48708333333333,44.6
2016-07-22,41.757586206896555,44.12413793103448
2016-07-23,41.69851851851851,44.09814814814815
2016-07-24,41.84777777777777,44.01740740740741
2016-07-25,43.095454545454544,43.98909090909091
2016-07-26,43.452608695652174,43.58521739130435
2016-07-27,44.17916666666667,42.86833333333333
2016-07-28,44.54782608695652,42.73869565217392
2016-07-29,44.74733333333334,41.11133333333333
2016-07-30,44.87033333333333,41.107
2016-07-31,45.03866666666667,40.727666666666664
2016-08-01,45.26171428571429,39.95342857142857
2016-08-02,45.46606060606061,39.95424242424242
2016-08-03,45.244375,39.635
2016-08-04,45.36303030303031,39.77363636363636
2016-08-05,45.431290322580644,39.920967741935485
2016-08-06,45.559677419354834,39.947741935483876
2016-08-07,45.61064516129032,39.87677419354839
2016-08-08,45.499310344827585,39.992758620689656
2016-08-09,45.04,39.559677419354834
2016-08-10,45.11206896551724,39.92448275862069
2016-08-11,44.867586206896554,39.704827586206896
2016-08-12,45.05333333333333,39.099000000000004
2016-08-13,44.983333333333334,39.154333333333334
2016-08-14,44.942,39.22
2016-08-15,44.7534375,39.681875
2016-08-16,44.612258064516126,39.8016129032258
2016-08-17,44.85142857142857,40.48857142857143
2016-08-18,44.40161290322581,39.95225806451613
2016-08-19,44.2840625,39.991875
2016-08-20,44.40451612903226,40.43806451612903
2016-08-21,44.54689655172413,40.54827586206897
2016-08-22,44.269666666666666,40.69133333333333
2016-08-23,44.05451612903226,40.83903225806451
2016-08-24,43.83032258064516,40.71322580645161
2016-08-25,43.93966666666667,40.85066666666667
2016-08-26,43.291935483870965,40.92290322580645
2016-08-27,43.33774193548387,40.95548387096774
2016-08-28,43.14212121212121,40.7969696969697
2016-08-29,42.8821875,40.9040625
2016-08-30,42.99066666666667,41.025333333333336
2016-08-31,43.362857142857145,41.30142857142857
2016-09-01,43.153225806451616,41.09838709677419
2016-09-02,43.362857142857145,41.44678571428572
2016-09-03,43.90692307692307,41.97115384615385
2016-09-04,43.63357142857143,41.63214285714286
2016-09-05,43.51607142857143,41.52892857142857
2016-09-06,43.20580645161291,41.39387096774194
2016-09-07,43.170645161290324,41.869354838709675
2016-09-08,43.01870967741935,42.186129032258066
2016-09-09,42.97620689655172,42.52551724137931
2016-09-10,43.20451612903226,42.27774193548387
2016-09-11,43.15484848484848,42.238787878787875
2016-09-12,43.23028571428571,41.96114285714286
2016-09-13,43.18515151515151,42.2469696969697
2016-09-14,43.457142857142856,42.51678571428572
2016-09-15,43.1209375,41.895
2016-09-16,43.09575757575758,41.65151515151515
2016-09-17,43.46612903225807,42.08096774193548
2016-09-18,43.49909090909091,41.919090909090905
2016-09-19,43.62470588235294,41.889117647058825
2016-09-20,43.790625,42.2878125
2016-09-21,43.794333333333334,42.425333333333334
2016-09-22,43.91470588235294,42.35735294117647
2016-09-23,43.7071875,42.5571875
2016-09-24,43.70161290322581,42.79774193548387
2016-09-25,43.94206896551724,43.035172413793106
2016-09-26,43.62678571428571,43.042142857142856
2016-09-27,43.842121212121214,42.594242424242424
2016-09-28,44.02764705882353,42.39352941176471
2016-09-29,43.891176470588235,42.03205882352941
2016-09-30,43.9953125,41.9290625
2016-10-01,44.3103125,42.12375
2016-10-02,44.28121212121212,41.984242424242424
2016-10-03,44.23516129032258,42.25225806451613
2016-10-04,44.445517241379314,42.06655172413793
2016-10-05,44.7803125,41.473125
2016-10-06,44.98875,41.2525
2016-10-07,45.414482758620686,41.12
2016-10-08,45.4571875,40.760625
2016-10-09,45.6428125,40.8325
2016-10-10,45.37138888888889,40.69583333333333
2016-10-11,45.317352941176466,41.00735294117647
2016-10-12,45.6775,40.94
2016-10-13,45.13184210526316,40.62947368421053
2016-10-14,44.968333333333334,40.63638888888889
2016-10-15,45.04027027027027,40.887837837837836
2016-10-16,44.9971052631579,41.04052631578947
2016-10-17,44.92974358974359,41.235897435897435
2016-10-18,44.63947368421052,41.515
2016-10-19,44.41111111111111,41.58416666666667
2016-10-20,45.04511627906977,41.55372093023256
2016-10-21,45.20209302325581,41.449767441860466
2016-10-22,45.313478260869566,41.385652173913044
2016-10-23,45.34375,41.555625
2016-10-24,45.28272727272727,41.76409090909091
2016-10-25,44.972307692307695,42.78153846153846
2016-10-26,44.97176470588235,43.08117647058823
2016-10-27,44.37413793103448,43.21103448275863
2016-10-28,44.15,43.203913043478266
2016-10-29,44.10055555555556,43.23222222222223
2016-10-30,43.79076923076923,42.821538461538466
2016-10-31,42.314,41.934000000000005
