,bias-1,positive-1,figurative-0,offensive-1
2016-11-19,0.2544474440947051,0.11020155168947733,0.6129842213382173,0.34682966887606226
2016-11-20,0.25606936461641,0.11710620183518218,0.6142273880414534,0.337817631028226
2016-11-21,0.25779580630261634,0.11700186897610639,0.6173739394784554,0.3281051413428986
2016-11-22,0.25055694036510384,0.10970037044505497,0.6384679778324799,0.31493202893550754
2016-11-23,0.26878842623412363,0.13636097243487028,0.6486472712876895,0.27223173490537034
2016-11-24,0.2677798131514569,0.17648227918680398,0.6289781488494254,0.2686125962945283
2016-11-25,0.26465200382027393,0.16239543141445661,0.6165984171798194,0.28516628423013374
2016-11-26,0.2527879718917156,0.11253502132293165,0.6063262042384608,0.3545071232360483
2016-11-27,0.25500888347949013,0.10766952647334295,0.618696307963318,0.3750270289552614
2016-11-28,0.25065934021806074,0.11134247400339427,0.6102421927076728,0.36343465396651004
2016-11-29,0.24315258825813316,0.10975723321486783,0.6065664465779048,0.3514096419634872
2016-11-30,0.2540910853119368,0.1097461455837397,0.5980385778351527,0.32140641628729505
2016-12-01,0.24910510605655595,0.12003000162188525,0.6030686487771779,0.3126290451182627
2016-12-02,0.2550794192399003,0.12946420925074298,0.6009779638184215,0.3217850533516634
2016-12-03,0.25191761467147256,0.11174186291443358,0.6004321550830835,0.33794290551486833
2016-12-04,0.25329396113598734,0.11402842719832948,0.6010136728577088,0.33262630489874256
2016-12-05,0.24938682838254417,0.11572263781236881,0.6053942604372057,0.31776482554181457
2016-12-06,0.2536005237800521,0.11908513219214742,0.6116555682179459,0.31357657147105583
2016-12-07,0.2601621805292326,0.12247140834730914,0.6042272209235938,0.3149694271842652
2016-12-08,0.2542451175436902,0.10949308792137043,0.6032209735905512,0.3263351097709354
2016-12-09,0.2434252106788611,0.10093653217429631,0.5867134603468462,0.3529060959140255
2016-12-10,0.2384538829630012,0.09907498378780778,0.5952468524001286,0.34677072643217194
2016-12-11,0.23600609587834787,0.09557697720570052,0.5979782216671646,0.34584465835628303
2016-12-12,0.22791088473778257,0.09595819536503042,0.603877514329364,0.33980360689636047
2016-12-13,0.23981082353001604,0.10149839144741674,0.6051781024006034,0.33984076559206955
2016-12-14,0.24232569197223652,0.10226846073764481,0.6083841756790396,0.3331301615232802
2016-12-15,0.23839206088327466,0.09507569016795876,0.6117407123978496,0.3444582076043173
2016-12-16,0.24196392170073378,0.09102358937471204,0.5974361425371243,0.35790128584005126
2016-12-17,0.24658028017322697,0.09314554590850894,0.5969141168370358,0.36294308448449425
2016-12-18,0.2506240325889939,0.10580991550675069,0.6052520566453726,0.3469973188546744
2016-12-19,0.256788985943517,0.11667359437315725,0.610869781032591,0.344438663743546
2016-12-20,0.26485074396303143,0.11699447204859746,0.6155094059049727,0.350601174026394
2016-12-21,0.2534601876007305,0.12327701100131523,0.6141461924713278,0.33402980131912435
2016-12-22,0.2559785574503826,0.11928558038843329,0.6154520293573577,0.33242649814332503
2016-12-23,0.2450084066957095,0.0940788335558497,0.6151128792861935,0.372606822989004
2016-12-24,0.2469808711443619,0.10540603982574584,0.608614914891881,0.3779437167286784
2016-12-25,0.24091643209405694,0.1228373729061363,0.6001304049118565,0.3322897532329323
2016-12-26,0.267154748988734,0.11361747202652676,0.6070715253056332,0.35551699056557995
2016-12-27,0.27361177502896933,0.10693280327148948,0.6099064843442081,0.3555614565715364
2016-12-28,0.27434182674362284,0.10006754646864191,0.6067549468975799,0.3733521721813319
2016-12-29,0.254369647909436,0.09339216577792218,0.6081793343774838,0.3727287566050267
2016-12-30,0.251154455042777,0.09271804077502598,0.5939523305062832,0.38883665565198827
2016-12-31,0.2556160117418148,0.11330001348564704,0.5968863550880064,0.3703781448794941
2017-01-01,0.26090284282838305,0.15841073561730043,0.5981768514303623,0.3262776204393142
2017-01-02,0.25465122794642064,0.10893758949824109,0.6086789880334842,0.33578607492227913
2017-01-03,0.2496176759281183,0.09413446705925031,0.6103676578033052,0.3328175445471456
2017-01-04,0.24658905849569168,0.09138635847895839,0.6144364533506138,0.33784293660511133
2017-01-05,0.2504611094944637,0.09012346974538281,0.61597541053283,0.35475648543831184
2017-01-06,0.24367139845042718,0.0918236188334329,0.6059284859004543,0.35845631108704007
2017-01-08,0.2566612618697188,0.11246909385514164,0.6035286389822723,0.34471800329919755
2017-01-09,0.20984782526890436,0.010925409988333334,0.6759473532438278,0.30292182601988316
2017-01-14,0.2539819904322791,0.0999041248902637,0.6225990465423142,0.32975665499638596
2017-01-15,0.25984492054054587,0.1022500479662988,0.6162236086688566,0.3400959019657899
2017-01-30,0.2615360474302983,0.10880298080404038,0.5995015464713545,0.336717990564707
2017-01-31,0.26974904766373636,0.09214884580246165,0.6009415594071634,0.3483940545262808
2017-02-01,0.2693918123023605,0.10789526783661094,0.6025220923942612,0.3197814295984351
2017-02-02,0.26488439345249026,0.09760651775742298,0.6085357714339064,0.36919804064472694
2017-02-03,0.2601481744285416,0.11099985711581671,0.5968226005693373,0.342123715641615
2017-02-04,0.2572486787285702,0.10658990313346892,0.5974934255945469,0.34042821124566996
2017-02-05,0.25267575817903465,0.10117001830837402,0.5968166272546868,0.34445261357467777
2017-02-06,0.2631911814661925,0.12114448774173017,0.5794928826638884,0.3278811777238629
2017-02-07,0.26745195903357216,0.10653736353250465,0.5965879846718233,0.34528803223097293
2017-02-08,0.2664057012941427,0.1021989449331227,0.5953388757437604,0.34422301238897113
2017-02-09,0.2562044861702764,0.10233307593791173,0.593257971289047,0.34760131489175927
2017-02-10,0.2620317344022128,0.12416969362903821,0.5690516844553738,0.3264257474070744
2017-02-11,0.25617486769570214,0.10218561496528167,0.5641315220806438,0.34109958749982566
2017-02-12,0.2550506624952748,0.09588292373248049,0.585624104147252,0.354166953734363
2017-02-13,0.2569097144116339,0.10679154010878882,0.5777504401402661,0.3391341856567977
2017-02-14,0.24965313553593355,0.14168738996135793,0.5648211683008694,0.3273856701617131
2017-02-15,0.24404713576747508,0.09315868850875361,0.594414376100631,0.3602373242511183
2017-02-16,0.24985784690661178,0.09616647265409024,0.5881371949818608,0.3563696782805032
2017-02-17,0.26224432507017853,0.10855763848480215,0.5894536565919689,0.33174609782013736
2017-02-18,0.26103510854236395,0.09491982521725599,0.5797460849558242,0.35817129355383526
2017-02-19,0.2523819895434334,0.09838685263101747,0.5824551037380407,0.34726689481368916
2017-02-20,0.2881601949993074,0.20766101698119596,0.6052356051175326,0.2887312291644147
2017-02-21,0.2582848104126291,0.12369765978135774,0.5756090710594768,0.3402815939006927
2017-02-22,0.25187645145594956,0.10283124752936039,0.5769880420867153,0.3492445069332416
2017-02-23,0.25611350850029974,0.10527192953737866,0.5839172689289854,0.3371160203104862
2017-02-24,0.2564878576047264,0.10979441357401434,0.595537654083002,0.34379296305077756
2017-02-25,0.2665965150368924,0.10610848035167215,0.5837941230656363,0.35422084239987023
2017-02-26,0.26416823921696103,0.11384293826700259,0.5837798414612823,0.33823966496832797
2017-02-27,0.2554870672191444,0.10715809466779934,0.5930591564197668,0.3382979682615682
2017-02-28,0.249258893691772,0.08475316428353998,0.586691522957702,0.3745882130525995
