,bias-1,positive-1,figurative-0,offensive-1
2016-11-13,0.2708178505050961,0.1429080310718911,0.5750650442368065,0.31926632895611096
2016-11-14,0.2626635807960722,0.13676287949636323,0.5780972919905653,0.3091531255870171
2016-11-15,0.26474775508891274,0.14093895984499735,0.5741752439087371,0.31283139806449717
2016-11-16,0.26659751996280046,0.13179426049529314,0.5615331733486908,0.31219862171455776
2016-11-17,0.2619867287173916,0.13071469791447113,0.571539929147915,0.3107613416351579
2016-11-18,0.26559714327718353,0.13731817204576868,0.5632401276136663,0.31752871246427783
2016-11-19,0.2623222574259042,0.12224490044946544,0.550808391576112,0.35717830137342016
2016-11-20,0.2661726387911522,0.12311742740224164,0.5439602360698021,0.3539476031596882
2016-11-21,0.26051928535292984,0.12502106560429016,0.5561256485791919,0.33088222780429094
2016-11-22,0.26013856350147313,0.12524279618961282,0.5480265099207344,0.3352597288174185
2016-11-23,0.2590389906192518,0.13156938641135116,0.5785155053515934,0.30599660493818553
2016-11-24,0.26653623985488084,0.187501588312493,0.5839413509053304,0.2908586932333426
2016-11-25,0.2612769073659456,0.1414812060160895,0.5694927134518971,0.30502250591159413
2016-11-26,0.25173658997044007,0.12888496044532463,0.555120160238521,0.333478181843092
2016-11-27,0.2642670064084184,0.12388777093655329,0.5544963758288791,0.3610017964895423
2016-11-28,0.2590140277594633,0.12446916225648967,0.5593722931073019,0.36592900403880857
2016-11-29,0.2509300823024542,0.11521540238259495,0.5435644489204773,0.36413039065479297
2016-11-30,0.25273901940687854,0.1335114150983878,0.5466257272256134,0.31746368362165117
2016-12-01,0.24255738483085176,0.13637272589265023,0.5451633559561807,0.294787742643421
2016-12-02,0.259219317106538,0.15764066300681573,0.5529081939395996,0.2983926337642454
2016-12-03,0.24972190013668485,0.12199919781044814,0.5386688403450952,0.3400950042467111
2016-12-04,0.25818285057042206,0.12577364453211307,0.5207214847777099,0.33741097444124457
2016-12-05,0.25277901952071585,0.1250596563547635,0.5365441150848217,0.33206561192873707
2016-12-06,0.24564881759447124,0.12572386027633886,0.5319292775163812,0.3115077578091843
2016-12-07,0.2573195938288506,0.13495618934324186,0.5439159433482353,0.3085518837488035
2016-12-08,0.2492644765994806,0.11327081052565817,0.5426855541507225,0.3454370863907201
2016-12-09,0.25453820735720784,0.12428738735276545,0.5489805884329801,0.32965852048853744
2016-12-10,0.24952638423571397,0.12084713556778041,0.5405542161577642,0.3362503224258797
2016-12-11,0.24873093974746066,0.11934602165635448,0.5430526318233225,0.3378710919957209
2016-12-12,0.2400983908934921,0.10658693415903779,0.5376046311670053,0.34505448376403136
2016-12-13,0.2480692080421618,0.12494596067080066,0.5433647772243494,0.3252781933576237
2016-12-14,0.2474766994519864,0.1281410116103118,0.5535519724493977,0.3075035297121084
2016-12-15,0.24412770499030953,0.1099713670950458,0.53910022125064,0.3378348919563771
2016-12-16,0.2485438353301083,0.11837877169332474,0.5431442277496895,0.3429795933128983
2016-12-17,0.2530053983905607,0.12785976041582767,0.521561412258375,0.3380998206944168
2016-12-18,0.25663262504074735,0.12286180036915095,0.5294618996917657,0.34881396907329265
2016-12-19,0.26508556698051794,0.13142131587089406,0.5602487549462366,0.3442727416508378
2016-12-20,0.275663070835168,0.14462821179779953,0.5575705471252602,0.345159505423852
2016-12-21,0.2663582371999601,0.1380794774655315,0.543492143975716,0.3488515383044286
2016-12-22,0.25200822147259416,0.1260972411736404,0.5304318997789668,0.3496534725772663
2016-12-23,0.25064767250537157,0.11356875138583498,0.522958713955791,0.3543796015380929
2016-12-24,0.2532805079074516,0.1281489385418862,0.5318131050488977,0.37116171699110617
2016-12-25,0.24937839091534528,0.16080827849981758,0.5473817038431882,0.3160737342277773
2016-12-26,0.25499783764602835,0.13835026319482102,0.5391651096409388,0.33936895290851393
2016-12-27,0.24806909467178548,0.11779845804005121,0.527146008964742,0.351235593889255
2016-12-28,0.26190245022040426,0.12615982648880034,0.542132833847984,0.3549372262413049
2016-12-29,0.2508942429953978,0.11879894644198848,0.5480934158540948,0.34772010978422985
2016-12-30,0.24827443887206277,0.11712579594070147,0.5354837143984897,0.3763114453272722
2016-12-31,0.2654750446409611,0.17082707200529232,0.5370742442026842,0.37427837292538335
2017-01-01,0.26841089319286504,0.21492168758732327,0.5490285399513203,0.32558130896346954
2017-01-02,0.25833019900690857,0.14107348865455407,0.5391482507004267,0.33911830051571024
2017-01-03,0.2495749038072846,0.11892222253022768,0.537465144550422,0.3325125218973756
2017-01-04,0.2420788548963651,0.10666156605836369,0.5342542994212606,0.33921394741340416
2017-01-05,0.2479600184744196,0.10223880400695494,0.5420627107784882,0.3535920786634888
2017-01-06,0.24418319574907899,0.10570895382038242,0.5252843526543345,0.3568425032423366
2017-01-08,0.24990744895159434,0.11834100619569268,0.5357053407997888,0.3727196188428321
2017-01-09,0.2551234924971168,0.0861050930676551,0.5054795506285198,0.3781611441787499
2017-01-14,0.26052592171591665,0.10817998241955536,0.547415477604179,0.3699128290634506
2017-01-15,0.2648432243037012,0.12405546746488673,0.5420524378997984,0.35369549037379566
2017-01-30,0.2552486998713315,0.12006563495630189,0.5417479847649431,0.36769289774525254
2017-01-31,0.2666005866541569,0.11843478866077496,0.5517427898628317,0.37124005563826035
2017-02-01,0.2697484420487404,0.13905637410269067,0.5479614159317118,0.3388503679068376
2017-02-02,0.2514267650352277,0.11020525710947256,0.5574613863440244,0.3846358801891294
2017-02-03,0.253261229717491,0.11718409523043127,0.5442420818122976,0.3747866063521238
2017-02-04,0.2604719125933346,0.11496511543497612,0.5471990772814963,0.3602948201625896
2017-02-05,0.2598491232826409,0.1139717627319624,0.5423884150648093,0.3622666290824389
2017-02-06,0.26303037301984405,0.11914250742446654,0.5191509954679143,0.3570201276943594
2017-02-07,0.25338790866826555,0.10841417455940235,0.543856725984163,0.37368318069420886
2017-02-08,0.2564238125227062,0.11090025813988366,0.5363023746925484,0.3702203547935916
2017-02-09,0.2548130959218337,0.108387494478415,0.5372387654388044,0.3778841499606377
2017-02-10,0.25130832579268425,0.10764422323788671,0.5417886625808488,0.3467920725867792
2017-02-11,0.24970053073446186,0.1141084350513419,0.5221748572577687,0.35109796371004476
2017-02-12,0.2536734416634846,0.11501389078978265,0.5190059569656506,0.37251610024889625
2017-02-13,0.25716490031177686,0.11684832578945858,0.5224830522551178,0.3508043325021769
2017-02-14,0.2435833458036595,0.11231300861964283,0.5275743878477978,0.34994487613540215
2017-02-15,0.24174455299672656,0.10118494771421044,0.5325163835596188,0.37329884237485206
2017-02-16,0.2506944197726816,0.10795171133313146,0.5306577136061847,0.36922452407934314
2017-02-17,0.25963100981241594,0.11674188681046094,0.5244942365216383,0.3651408830173583
2017-02-18,0.2631130481577029,0.11059354271512067,0.5290001729456218,0.37055137755164164
2017-02-19,0.24872285937708002,0.11075709593060971,0.5356588812283026,0.35945799426153624
2017-02-20,0.2571211133610293,0.13679285811417968,0.5304590799505662,0.3535756512348602
2017-02-21,0.24897357777908516,0.12801767903027145,0.5406140206895503,0.3448884470441438
2017-02-22,0.25134844920225974,0.12085026247701434,0.5372288660165927,0.3523765695549874
2017-02-23,0.24934772569833868,0.11576138906965126,0.5517081694544099,0.34863761356360246
2017-02-24,0.2408678417611446,0.10732420494171027,0.5371537697550203,0.3674798562204157
2017-02-25,0.25618194207553463,0.11664350986199025,0.5278590234900505,0.3702004516503694
2017-02-26,0.2606227532827473,0.11168590957416767,0.5266352051771356,0.36758133716169017
2017-02-27,0.2516472373172147,0.11740839713063544,0.5325909836356965,0.34756306193922576
2017-02-28,0.24607689787843495,0.1122829156424165,0.5441441309976841,0.3500529796107727
