,bias-1,positive-1,figurative-0,offensive-1
2016-08-30,0.24689379099134318,0.11963819562747621,0.5706214502760276,0.3394901920903628
2016-08-31,0.24805503198228493,0.12500149652314405,0.5627925019194797,0.336217761375927
2016-09-01,0.24762893946404338,0.11476789029671466,0.5659727042341066,0.3462450214213923
2016-09-02,0.2507137348594921,0.11737654609569803,0.5621767207963849,0.34903823025302333
2016-09-03,0.2525997050261754,0.12267167065289004,0.5715001909817251,0.352079850556611
2016-09-04,0.24960011484744146,0.11554025204064661,0.5692444872851125,0.3596413802217671
2016-09-05,0.251136565031434,0.1177871437462076,0.5607998178970814,0.36305447988773676
2016-09-06,0.24734616398801348,0.12097578108433872,0.5693139640546668,0.3441148765435193
2016-09-07,0.24472690301168887,0.11761037122764342,0.5742926825669807,0.3374767693575204
2016-09-08,0.2459964770459935,0.11326848036868399,0.5620034982806853,0.35908421525337325
2016-09-09,0.24618867735372096,0.11397966239008929,0.5650610631620782,0.36862849258118974
2016-09-10,0.2568260678150437,0.12050819296016081,0.5449620716528931,0.38357287744572066
2016-09-11,0.25074714129479003,0.11745944022125902,0.5556964217336497,0.3610446331809474
2016-09-12,0.24898931809094144,0.11350697335187077,0.5548542261230152,0.3356242588773419
2016-09-13,0.2470493254514826,0.11515255633624934,0.5645882387098382,0.3366488183751609
2016-09-14,0.2449306926325437,0.11428669998424455,0.563522654111852,0.32488948753282476
2016-09-15,0.2517813869751249,0.12000909177482427,0.5575155606142308,0.33461175936610565
2016-09-16,0.2570769333336239,0.12891209094968706,0.5625862405528766,0.3428873902413665
2016-09-17,0.25036879073137835,0.10332514783034054,0.5498421794722831,0.3833259470799963
2016-09-18,0.24506070553435422,0.11106347392773207,0.5534968714064623,0.3820790696985316
2016-09-19,0.24406951804444707,0.12096507048552144,0.5699840140645543,0.3687913515958387
2016-09-20,0.24687376138086126,0.1160880287884809,0.5561888327991757,0.3617333936127167
2016-09-21,0.24793205203923482,0.11742325176405298,0.5695692545184743,0.35591236260379916
2016-09-23,0.25616169560518814,0.12186719213881844,0.5978209986835165,0.3263665346591109
2016-09-24,0.2542174052716938,0.1182967094503545,0.560961720159342,0.34987083758061893
2016-09-25,0.25439558909384535,0.1278503074701938,0.5756596137224221,0.3442072068871322
2016-09-26,0.26939975624006807,0.14617447926874563,0.5860522276760141,0.32480978551826684
2016-09-27,0.2612812389330667,0.12078750144385389,0.5538257993661331,0.33087448463607705
2016-09-28,0.24937957372841738,0.11684970138673463,0.5724249252180398,0.34159110989231506
2016-09-29,0.24728591614583034,0.11203784589808373,0.5685492238792894,0.34089550543654223
2016-09-30,0.24853821707574622,0.09999925179796887,0.5503308618740378,0.37555191063910554
2016-10-01,0.258540522446459,0.10946297956112279,0.5599711388475007,0.3634131672537946
2016-10-02,0.23372830851717863,0.10352410356297662,0.5397908849071852,0.3412753362744884
2016-10-03,0.22981025153290147,0.10246781764052344,0.5525221067285171,0.3441438123976341
2016-10-04,0.2400218785266064,0.11234433409192071,0.5595363707512107,0.33433744831591256
2016-10-05,0.2662616401290762,0.13138394697254735,0.5492103815966015,0.3288126596034161
2016-10-06,0.2507914943198255,0.13010231626068458,0.5749754762702385,0.32747698896006233
2016-10-07,0.24932590697105803,0.10611379379875803,0.5579028604670487,0.37128990410929685
2016-10-08,0.2671011667401111,0.10194860569468497,0.5693569071968821,0.39003343922241174
2016-10-09,0.2701252233347631,0.11141242702865824,0.5821420815438088,0.3829197364434892
2016-10-10,0.26676772613854255,0.12177538787944624,0.5649531711156166,0.36050330101769973
2016-10-11,0.2650664839162851,0.11370641479508092,0.5789129380482801,0.37502345901919115
2016-10-12,0.25897837737417573,0.11498263508460954,0.5784356324873705,0.36005860210522944
2016-10-13,0.2506921580806341,0.10388743481114641,0.5692737403774866,0.3667199200543858
2016-10-14,0.2516304163350373,0.10945942851632957,0.5750978946243146,0.3585753071917904
2016-10-15,0.255349367427702,0.10765026280553784,0.5824446548864916,0.37673269567499257
2016-10-16,0.25876346960339036,0.11278109530877581,0.5735507629152108,0.37724623414542147
2016-10-17,0.25434190705188864,0.11043401013411114,0.5839704766015116,0.37760440995834665
2016-10-18,0.25405588884912633,0.11804181877014691,0.5820535687855996,0.36676317098159666
2016-10-19,0.2613742397721096,0.12636684858368902,0.5899803701688544,0.3501371789198057
2016-10-20,0.2641315322955588,0.12861132438708794,0.5727016386539147,0.3577268529971662
2016-10-21,0.25980410904887846,0.12746752244323967,0.5611142594604134,0.34497950987424386
2016-10-22,0.25714635383061824,0.12950509573517865,0.5882428966399111,0.3421418596149089
2016-10-23,0.2579465874874841,0.13582583734576079,0.5804123429094281,0.33531971360217383
2016-10-24,0.2543137884097779,0.13434033546765525,0.5908637142786597,0.3469273662416018
2016-10-25,0.26184483536532316,0.13235529344670002,0.5870134232216887,0.3336937237378732
2016-10-26,0.2573220201766931,0.12936209610173668,0.5783016279134683,0.3379690482623567
2016-10-27,0.2628302675357442,0.13164471109287304,0.5821088878334162,0.34734768251189674
2016-10-28,0.2522385783095634,0.1264995326873895,0.5793970015888249,0.3351861167992244
2016-10-29,0.24844645443144955,0.12394725462511276,0.5769977146273505,0.3464108992909727
2016-10-30,0.24776800288797216,0.12764999539453742,0.5719513457635117,0.34596089522986845
2016-10-31,0.24568026615373473,0.12601124780928777,0.5775129737801199,0.3405820752656265
2016-11-01,0.24649696222955614,0.12593286849494642,0.5806443503192129,0.34384153613829127
2016-11-02,0.253596378134236,0.12980912996477056,0.5833912281521235,0.3543881841353651
2016-11-03,0.2630249104248005,0.14065060800500082,0.56973294415064,0.34585451843173554
2016-11-04,0.25570227063356554,0.1301611444255739,0.5756346561342893,0.3521481691213293
2016-11-05,0.2628590827700755,0.14329694471640497,0.5797610024990444,0.3397287054440619
2016-11-06,0.2565002751580356,0.13295244693351557,0.5749048745773013,0.3388550709114208
2016-11-07,0.2701429800771281,0.14774669929013828,0.5763473511635747,0.3258518063326824
2016-11-08,0.3032414049069289,0.1878859645353054,0.5903259932487569,0.3003767248481314
2016-11-09,0.31693770127933774,0.21244970121028897,0.6003837084945312,0.2797374963108469
2016-11-10,0.2810714736826246,0.15895115951431268,0.5936394388205858,0.29780090462860465
2016-11-11,0.2763928350480532,0.1392686500120194,0.5826210356329155,0.32606622273938823
2016-11-12,0.271902833322981,0.14467511727054824,0.5883362139344489,0.31121145772614084
